ç
Semáforo, Latitude, Longitude
Logradouro Ignorado (A Cadastrar) x Via de Ligação (Sem Código),"-22.99496697","-43.3592904"
Av. Luis Carlos Prestes x Via de Ligação (Sem Código),"-22.99421671","-43.36084331"
Av. Luis Carlos Prestes x Via de Ligação (Sem Código),"-22.99428536","-43.36127431"
Logradouro Ignorado (A Cadastrar) x Via de Ligação (Sem Código),"-22.9953745","-43.36122125"
Av. Ayrton Senna x Av. Luis Carlos Prestes,"-22.9950663","-43.3654941"
Av. Ayrton Senna x Via de Ligação (Sem Código),"-22.99037394","-43.36613749"
Av. Ayrton Senna x Via de Ligação (Sem Código),"-22.98468255","-43.3657018"
Av. Ayrton Senna x Via de Ligação (Sem Código),"-22.98191275","-43.36562913"
Av. Ayrton Senna x Via de Ligação (Sem Código),"-22.98083995","-43.3657759"
Av. Ayrton Senna x Av. Embaix Abelardo Bueno,"-22.97419075","-43.36403179"
Av. Embaix Abelardo Bueno x Via de Ligação (Sem Código),"-22.97324711","-43.36954817"
Av. Embaix Abelardo Bueno x Via de Ligação (Sem Código),"-22.97310957","-43.37610198"
Av. Embaix Abelardo Bueno x Via de Ligação (Sem Código),"-22.9731446","-43.3786873"
Av. Embaix Abelardo Bueno x Trav. Ped.,"-22.97307772","-43.38268756"
Av. Embaix Abelardo Bueno x Trav. Ped.,"-22.97302365","-43.38270457"
Av. Embaix Abelardo Bueno x Trav. Ped.,"-22.97309054","-43.38273182"
Av. Embaix Abelardo Bueno x Etr. Cel Pedro Correia,"-22.97329456","-43.3860083"
Av.João Cabral de Melo Neto x Condomínio Península,"-22.99081148","-43.36073611"
Av.João Cabral de Melo Neto x Condomínio Península,"-22.98622959","-43.35971016"
Av. do Pepe x Trav. Ped.,"-23.01496318","-43.30468515"
Av. do Pepe x Trav. Ped.,"-23.01493367","-43.30690711"
Av. Erico Verissimo x Trav. Ped.,"-23.01010318","-43.30772652"
Av. Lucio Costa x Trav. Ped.,"-23.01290332","-43.31777726"
Av. Lucio Costa x Trav. Ped.,"-23.01191107","-43.32197241"
Av. Lucio Costa x Trav. Ped.,"-23.01110323","-43.32720942"
Av. Lucio Costa x Trav. Ped.,"-23.01066116","-43.331681"
Av. Lucio Costa x Trav. Ped.,"-23.0104942","-43.33401351"
Av. Lucio Costa x Trav. Ped.,"-23.01024048","-43.33934985"
Av. Lucio Costa x Trav. Ped.,"-23.01011886","-43.34480915"
Av. Lucio Costa x Trav. Ped.,"-23.01025883","-43.35751612"
Av. Lucio Costa x Trav. Ped.,"-23.0108407","-43.36775092"
Etr. Barra da Tijuca x Trav. Ped.,"-22.9886129","-43.30202834"
Etr. Barra da Tijuca x R. Marituba,"-22.9868341","-43.30440343"
Av. Lucio Costa x E/F Cond. Praia da Barra,"-23.01078857","-43.33022514"
Av. Lucio Costa x Trav. Ped.,"-23.01055564","-43.36501742"
Etr. do Picapau x Trav. Ped.,"-22.98843563","-43.31109672"
Av. Vitor Konder x Trav. Ped.,"-23.00845496","-43.29909065"
Pç. Prof José Bernardino x Av. Fernando Mattos,"-23.01018658","-43.30940542"
Av. Armando Lombardi x Av. Afonso Taunay,"-23.00691965","-43.31176484"
Pç. Prof José Bernardino x Trav. Ped.,"-23.01192147","-43.30906679"
Av. das Americas x Via de Ligação (Sem Código),"-23.00034648","-43.37827181"
Av. Olegario Maciel x Av. Gilberto Amado,"-23.0118213","-43.3050532"
Av. Armando Lombardi x R. Manoel Brasiliense,"-23.00688973","-43.30841015"
R. Apiacas x Etr. do Rio Grande,"-22.92295997","-43.37467966"
Etr. dos Bandeirantes x Av. Nelson Cardoso,"-22.92322366","-43.37411162"
Etr. do Tindiba x Av. Nelson Cardoso,"-22.92261179","-43.37319966"
Etr. do Tindiba x R. Apiacas,"-22.92186328","-43.37365815"
Av. Nelson Cardoso x R. Bacairis,"-22.921613","-43.37102599"
Av. Nelson Cardoso x R. Mal. José Bevilaqua,"-22.92137277","-43.37050337"
Av. Nelson Cardoso x R. Godofredo Viana,"-22.9205987","-43.3689311"
Etr. dos Bandeirantes x R. Itagua,"-22.92441398","-43.37406132"
Etr. dos Bandeirantes x R. Nacional,"-22.9250738","-43.37396828"
Etr. dos Bandeirantes x R. Prof Francisca Piragibe,"-22.92653033","-43.37379277"
Etr. dos Bandeirantes x R. Otacilio Novais,"-22.92692889","-43.37372077"
R. Apiacas x R. Bacairis,"-22.92117706","-43.37159126"
Av. Nelson Cardoso x Via de Ligação (Sem Código),"-22.91908619","-43.36620522"
R. Andre Rocha x R. Mal. José Bevilaqua,"-22.92352642","-43.36900553"
R. Andre Rocha x Etr. do Tindiba,"-22.92484716","-43.37021202"
Etr. dos Bandeirantes x R. Andre Rocha,"-22.92870593","-43.37363351"
Av. Nelson Cardoso x R. Imbui,"-22.91823048","-43.3654651"
Av. Nelson Cardoso x R. Livio Barreto,"-22.91754828","-43.36373356"
Av. dos Mananciais x R. Salinopolis,"-22.91697152","-43.38680584"
R. Andre Rocha x R. Mapendi,"-22.93092529","-43.37519179"
Etr. do Guerengue x Largo da Preguiça,"-22.9413212","-43.38398634"
Etr. Cafunda x R. Godofredo Viana,"-22.91831053","-43.3676029"
R. Bacairis x R. Ipinambes,"-22.91948676","-43.37286724"
Etr. Cafunda x R. Caviana,"-22.9162578","-43.37134651"
Etr. Cafunda x R. Ariperana,"-22.91414891","-43.37454546"
Etr. da Soca x Etr. Meringuava,"-22.91516195","-43.38695831"
Etr. da Soca x Av. dos Mananciais,"-22.91691519","-43.38568401"
Etr. do Rio Grande x Etr. da Soca,"-22.91853902","-43.38433024"
Etr. do Rio Grande x R. Pico da Tijuca,"-22.9185474","-43.38157671"
Etr. Rodrigues Caldas x R. Mapendi,"-22.92293893","-43.37759371"
Etr. Rodrigues Caldas x R. Tribuna,"-22.92401257","-43.38476686"
Etr. Rodrigues Caldas x Etr. do Outeiro Santo,"-22.92874424","-43.39323518"
Etr. do Rio Grande x Trav. Ped.,"-22.91901344","-43.40797224"
Etr. Cafunda x R. Jordao,"-22.91423919","-43.37338096"
Etr. Rodrigues Caldas x Etr. Mapua,"-22.9246599","-43.38698043"
Etr. Boiuna x R. dos Gramaticos,"-22.91379402","-43.39401528"
Etr. Boiuna x Etr. Curumau,"-22.91543277","-43.40177081"
Etr. do Engenho Velho x Trav. Ped.,"-22.91328566","-43.39174328"
Etr. do Tindiba x Trav. Ped.,"-22.91721493","-43.37701167"
Etr. Cafunda x Trav. Ped.,"-22.9110036","-43.3776958"
R. Andre Rocha x E/f Nº 2299,"-22.93622115","-43.37969631"
Av. dos Mananciais x R. Sold Simplicio de Lara,"-22.91673305","-43.38177712"
Av. dos Mananciais x Trav. Ped.,"-22.91664287","-43.38062461"
Av. GereMário Dantas x R. Henriqueta,"-22.92022018","-43.36018852"
R. Alexandre Ramos x R.Comandante Siqueira,"-22.92404199","-43.35875505"
Av. GereMário Dantas x R. Alexandre Ramos,"-22.92094379","-43.36043"
Av. GereMário Dantas x Pç. Tedim Cerqueira,"-22.93831201","-43.34685283"
Av. GereMário Dantas x trav. Ped,"-22.93830003","-43.34800928"
Av. GereMário Dantas x Via de Ligação (Sem Código),"-22.93839851","-43.34983662"
Av. GereMário Dantas x R. Edgard Werneck,"-22.93642902","-43.35139984"
Av. GereMário Dantas x R. Olimpia do Couto,"-22.93495045","-43.35211155"
Av. GereMário Dantas x R. José Silva,"-22.933679","-43.35250005"
Av. GereMário Dantas x Etr. do Tindiba,"-22.92861843","-43.35463509"
Av. GereMário Dantas x Trav. Ped.,"-22.92842422","-43.35509299"
Etr. do Tindiba x R. Retiro dos Artistas,"-22.92891338","-43.35558166"
Etr. do Tindiba x R. Samuel das Neves,"-22.92770161","-43.35916249"
R. Marq de Jacarepagua x R. Pajura,"-22.92594644","-43.36409315"
Etr. do Tindiba x R. do Radialista,"-22.9288045","-43.36437235"
R.Retiro dos Artistas x R.Mirataia,"-22.93738003","-43.35966825"
Av. GereMário Dantas x Trav. Ped.,"-22.93082228","-43.35329072"
Av. GereMário Dantas x R. Alberto Pasqualini,"-22.92529307","-43.35770488"
Av. GereMário Dantas x Trav. Ped.,"-22.92305494","-43.36081859"
Av. GereMário Dantas x R. Virginia Vidal,"-22.91799621","-43.36118898"
Av. GereMário Dantas x Av. Nelson Cardoso,"-22.91666726","-43.36203095"
Av. GereMário Dantas x Trav. Ped.,"-22.91915115","-43.36062455"
R. Candido Benicio x trav. Ped.,"-22.91248276","-43.36039312"
Etr. Capenha x R. José Silva,"-22.93219389","-43.34905744"
Etr. do Pau Ferro x R. Joaquim Pinheiro,"-22.93097164","-43.33244157"
Etr. do Pau Ferro x R. Geminiano Gois,"-22.9276628","-43.33961673"
Etr. do Pau Ferro x R. Armando Gonzaga,"-22.92711505","-43.34498936"
Etr. do Pau Ferro x R. Comend Siqueira,"-22.92627392","-43.34731576"
Etr. do Pau Ferro x Etr. Campo da Areia,"-22.92652924","-43.34809544"
Av. GereMário Dantas x R. Laura Teles,"-22.92426394","-43.36089537"
Av. GereMário Dantas x R. Lopo Saraiva,"-22.92483534","-43.35934077"
Av. GereMário Dantas x R. Renato Meira Lima,"-22.92248086","-43.36067786"
Etr. do Pau Ferro x Via de Ligação (Sem Código),"-22.92742442","-43.34165186"
Etr. do Tindiba x R. Marq de Jacarepagua,"-22.9270718","-43.36062505"
R. Edgard Werneck x R. Retiro dos Artistas,"-22.9375972","-43.35311746"
Etr. do Pau Ferro x Trav. Ped.,"-22.93103912","-43.32644817"
Av. GereMário Dantas x Trv Cunha Galvao,"-22.93775445","-43.34993343"
R. Prof Henrique Costa x R. Tenente José Jerônimo de Mesquita,"-22.93266085","-43.36311003"
Etr. dos Bandeirantes x Trav. Ped.,"-22.93494844","-43.37233968"
Etr. Mal. Miguel Salazar M Morais x E/F ao n° 170/291,"-22.93762855","-43.36992418"
Etr. Mal. Miguel Salazar M Morais x Av. Antonieta Campos da Paz,"-22.94118667","-43.36696319"
Etr. Mal. Miguel Salazar M Morais x R. Isaque,"-22.94467715","-43.36476822"
Etr. Mal. Miguel Salazar M Morais x Via de Ligação (Sem Código),"-22.94176754","-43.3665011"
Etr. Mal. Miguel Salazar M Morais x Via de Ligação (Sem Código),"-22.94304737","-43.36621276"
Etr. Mal. Miguel Salazar M Morais x saida telemar,"-22.94538307","-43.36352334"
Etr. Mal. Miguel Salazar M Morais x R. Edgard Werneck,"-22.94706205","-43.36042715"
Etr. dos Bandeirantes x Trav. Ped.,"-22.94480757","-43.37248427"
Etr. dos Bandeirantes x Etr. Calmette,"-22.96027285","-43.39095329"
R. Edgard Werneck x Trav. Ped.,"-22.95061271","-43.35912419"
R. Edgard Werneck x Trav. Ped.,"-22.93992192","-43.35399044"
R. Edgard Werneck x Trav. Ped.,"-22.9456326","-43.35765291"
Etr. dos Bandeirantes x Etr. Mal. Miguel Salazar M Morais,"-22.9363027","-43.37108541"
Etr. dos Bandeirantes x Etr. do Rio Morto,"-22.98667861","-43.4894368"
Etr. dos Bandeirantes x Trav. Ped.,"-22.94774752","-43.37231638"
Etr. dos Bandeirantes x Via de Ligação (Sem Código),"-22.95179087","-43.3745287"
Etr. dos Bandeirantes x Via de Ligação (Sem Código),"-22.95441541","-43.37646031"
Etr. dos Bandeirantes x Trav. Ped.,"-22.98678783","-43.47666655"
Etr. dos Bandeirantes x Etr. Curicica,"-22.96304299","-43.40277848"
Etr. dos Bandeirantes x Trav. Ped.,"-22.9645705","-43.4063438"
Etr. dos Bandeirantes x Trav. Ped.,"-22.96785009","-43.41380998"
Etr. da Curicica x Trav. Ped.,"-22.96080527","-43.40552439"
Etr. dos Bandeirantes x E.M. Alina de Brito,"-22.95853101","-43.38381526"
Etr. dos Bandeirantes x Via de Ligação (Sem Código),"-22.97279214","-43.41423864"
Etr. dos Bandeirantes x Via de Ligação (Sem Código),"-22.97193744","-43.4140508"
Etr. dos Bandeirantes x Etr. do Sacarrao,"-22.97964728","-43.49181843"
Etr. dos Bandeirantes x Trav. Ped.,"-22.98850838","-43.43431774"
Etr. dos Bandeirantes x Trav. Ped.,"-22.98367471","-43.4618569"
Etr. dos Bandeirantes x Trav. Ped.,"-22.98334295","-43.48998053"
Av. Tte.cel Muniz de Aragao x E/F E.M. Poeta Mário Quintana,"-22.95336407","-43.34679382"
Av. GereMário Dantas x Etr. dos Tres Rios,"-22.93990273","-43.343805"
Av. GereMário Dantas x Pç. Prof Camisao,"-22.94056968","-43.34361155"
Etr. de Jacarepagua x R. Potiguara,"-22.94452719","-43.34025485"
Etr. de Jacarepagua x Trav. Ped.,"-22.94385522","-43.34062256"
Etr. de Jacarepagua x Av. Ttecel Muniz de Aragao,"-22.94742205","-43.33969192"
Etr. de Jacarepagua x Pç. Geysa Boscoli,"-22.95219135","-43.33847906"
Etr. de Jacarepagua x Etr. do Engenho D'Agua,"-22.95513592","-43.33735052"
Etr. dos Tres Rios x R. Xingu,"-22.93887561","-43.34067486"
Etr. dos Tres Rios x R. Comte Rubens Silva,"-22.93734097","-43.33724356"
Etr. dos Tres Rios x R. Geminiano Gois,"-22.93691182","-43.3354055"
Etr. dos Tres Rios x Etr. do Bananal,"-22.93643128","-43.33312662"
Etr. dos Tres Rios x Trav. Ped.,"-22.93544607","-43.33057123"
Etr. dos Tres Rios x Trav. Ped. / CER,"-22.93300669","-43.32766037"
R. Tirol x R. Comte Rubens Silva,"-22.93975965","-43.3367497"
Etr. do Bananal x Trav. Ped.,"-22.94240758","-43.33198677"
R. Ituverava x Trav. Ped.,"-22.946134","-43.33701289"
Etr. do Gabinal x R. Elias,"-22.95275453","-43.35419672"
Etr. do Gabinal x saída garagem Viação Redentor 1356,"-22.95123314","-43.34919599"
Etr. do Gabinal x R. Araci de Almeida,"-22.94943404","-43.34844539"
Etr. do Gabinal x R. Quintanilha,"-22.94790477","-43.34794675"
Etr. do Gabinal x R. Tirol,"-22.94213114","-43.34518743"
Etr. do Engenho D'Agua x Saída garagem Viação Litoral Rio (nº 755),"-22.95646252","-43.34568732"
Av. Ttecel Muniz de Aragao x Trav. Ped.,"-22.95805098","-43.35228045"
Av. Ttecel Muniz de Aragao x Etr. do Engenho D'Agua,"-22.95533717","-43.34994022"
R. Ituverava x Etr. do Bananal,"-22.94309129","-43.33135268"
R. Edgard Werneck x Trav. Ped.,"-22.95283819","-43.35762165"
Etr. do Gabinal x R. Morro da Panela,"-22.94493489","-43.34638604"
Av. Ttecel Muniz de Aragao x Trav. Ped.,"-22.95529006","-43.35372431"
Etr. de Jacarepagua x Trav. Ped.,"-22.96440245","-43.33514004"
Av. Ezequiel x Trav. Ped.,"-22.95334068","-43.35687398"
Av. das Americas x Trav. Ped.,"-23.00085182","-43.38822691"
Av. das Americas x R. Leiloeiro Ernani Mello,"-23.01668239","-43.47484047"
Av. das Americas x R. Leiloeiro Ernani Mello,"-23.01668239","-43.47484047"
Av. das Americas x Condom Barrasul 11889,"-23.00552214","-43.43083413"
Av. das Americas x R. Frederico Junior,"-23.00003031","-43.3822978"
Av. das Americas x Trav. Ped.,"-23.02072942","-43.50061239"
Av. das Americas x R. Arthur Licio Pontual,"-23.00077655","-43.38201609"
Av. das Americas x Via de Ligação (Sem Código),"-23.00058134","-43.39685507"
Av. das Americas x Av. Candido Portinari,"-23.00028261","-43.40795363"
Av. das Americas x Trav. Ped.,"-23.00872302","-43.44386531"
Av. das Americas x Av. Guignard,"-23.01122988","-43.45356502"
Av. Lucio Costa x Trav. Ped.,"-23.02476179","-43.45704661"
Av. das Americas x Trav. Ped.,"-23.01786164","-43.47956115"
Av. das Americas x Trav. Ped.,"-23.01885967","-43.48355941"
Av. das Americas x Trav. Ped.,"-23.01539443","-43.46983681"
Av. das Americas x E/f Recreio Shopping,"-23.02033019","-43.48932641"
Av. das Americas x Trav. Ped.,"-23.00150813","-43.41842179"
Av. das Americas x R. Pedra de Itauna,"-23.00361668","-43.42505431"
Av. das Americas x Trav. Ped.,"-23.01307331","-43.46087135"
Av. das Americas x Av. Salvador Allende,"-23.00745743","-43.43769531"
Av. Salvador Allende x Via de Ligação (Sem Código),"-23.00745743","-43.43769531"
Av. das Americas x Trav. Ped.,"-23.01609046","-43.51710336"
Av. Alfredo Balthazar Silveira x Via de Ligação (Sem Código),"-23.00856125","-43.44041524"
Av. Alfredo Balthazar Silveira x Trav. Ped.,"-23.00991978","-43.44138175"
Av. Alfredo Balthazar Silveira x R. Antonio Maroun,"-23.01139425","-43.44305931"
Av. Lucio Costa x Trav. Ped.,"-23.02053966","-43.43992665"
Av. Lucio Costa x Trav. Ped.,"-23.01933526","-43.43359689"
Av. Lucio Costa x Trav. Ped.,"-23.01578133","-43.41334596"
Av. Lucio Costa x Trav. Ped.,"-23.01490509","-43.40741367"
Av. Lucio Costa x Trav. Ped.,"-23.0137737","-43.39974884"
Av. Lucio Costa x Trav. Ped.,"-23.01272286","-43.3909294"
Av. Lucio Costa x Trav. Ped.,"-23.01237493","-43.38656"
Av. Lucio Costa x Trav. Ped.,"-23.01176556","-43.38000108"
Av. Lucio Costa x Trav. Ped.,"-23.01118562","-43.37440431"
Etr. do Dende x Av. Paranapuam,"-22.79876774","-43.18387024"
Etr. do Dende x R. Erico Coelho,"-22.79942002","-43.1866185"
Etr. do Dende x Trav. Ped.,"-22.79924015","-43.18547764"
Etr. do Dende x R. Eutiquio Soledade,"-22.79846834","-43.18832271"
Etr. do Dende x R. Sobragi,"-22.79792511","-43.19088095"
Etr. de Tubiacanga x R. Malta,"-22.79980727","-43.1974656"
R. Jaime Perdigao x Trav. Ped.,"-22.80027757","-43.19778445"
R. Comend Bastos x R. Magno Martins,"-22.79185301","-43.16888893"
Av. Paranapuam x R. Erico Coelho,"-22.79694208","-43.18407208"
Av. Paranapuam x R. Capanema,"-22.79526184","-43.18255026"
Av. Paranapuam x E/f ao Supermercado Mundial,"-22.79576836","-43.18315476"
Av. Paranapuam x Av. Dr. Agenor de Almeida Loyola,"-22.79515833","-43.18021825"
Av. Paranapuam x Trav. Ped.,"-22.79462256","-43.17330443"
Av. Paranapuam x Trav. Ped.,"-22.80069357","-43.18257943"
R. Tte Cleto Campelo x Trav. Ped.,"-22.80611984","-43.1821947"
Etr. da Cacuia x R. Grana,"-22.80733463","-43.18200443"
Av. Dr. Agenor de Almeida Loyola x Av. Ilha das Enxadas,"-22.79125102","-43.18076265"
R. Capanema x R. Prof Hilariao da Rocha,"-22.79464955","-43.18293423"
R. Capanema x R. Eutiquio Soledade,"-22.79406784","-43.18356288"
R. Domingos Mondim x R. Eutiquio Soledade,"-22.79559234","-43.18550463"
R. Domingos Mondim x R. Prof Hilariao da Rocha,"-22.79625895","-43.18497699"
R. Cap Barbosa x R. Mareante,"-22.80554895","-43.18219881"
R. Republica Arabe da Siria x Trav. Ped.,"-22.80491872","-43.20647498"
Etr. do Galeao x R. Acaituba,"-22.80697161","-43.19803339"
Etr. do Galeao x R. Vistula,"-22.8081191","-43.19692824"
Etr. do Galeao x Trav. Ped.,"-22.80922643","-43.19595334"
Etr. do Galeao x Etr. da Cacuia,"-22.81213277","-43.19177253"
Etr. do Galeao x R. Ericéia,"-22.81139575","-43.19321967"
Etr. Rio Jequia x Trav. Ped.,"-22.81909998","-43.18346447"
Etr. da Cacuia x R. Mileto Maciel,"-22.81079477","-43.18838348"
Etr. da Cacuia x Trav. Ped.,"-22.81112082","-43.1899861"
Etr. da Cacuia x Trav. Ped.,"-22.81063895","-43.18727329"
Etr. Rio Jequia x Etr. Visc de Lamare,"-22.81666906","-43.18602841"
Etr. Rio Jequia x Trav. Ped.,"-22.82361413","-43.17559998"
Etr. Rio Jequia x Trav. Ped.,"-22.82455249","-43.1733813"
R. Paramopama x R. Pojuca,"-22.82112806","-43.17420943"
R. Cambauba x Trav. Ped.,"-22.80984493","-43.20864723"
R. Cambauba x R. Itua,"-22.81579868","-43.20598396"
R. Cambauba x R. Gaspar Magalhaes,"-22.81261632","-43.20770829"
Praia da Bica x Trav. Ped.,"-22.8186704","-43.19963099"
Praia da Bica x Trav. Ped.,"-22.8183109","-43.19692053"
Praia da Bica x Trav. Ped.,"-22.81865934","-43.19399617"
Etr. do Galeao x R. Cambauba,"-22.8056264","-43.20913556"
R. Republica Arabe da Siria x R. Cambauba,"-22.8056264","-43.20913556"
Etr. do Galeao x R. Haroldo Lobo,"-22.80557175","-43.21110715"
Etr. do Galeao x Trav. Ped.,"-22.80466072","-43.20301551"
Etr. do Galeao x R. Bocaiuva,"-22.80466072","-43.20301551"
Etr. Rio Jequia x Trav. Ped.,"-22.82121289","-43.17782546"
Etr. do Galeao x Trav. Ped.,"-22.82817062","-43.23505584"
Etr. das Canarias x Etr. Maracaja,"-22.81674433","-43.22785721"
Etr. da Cacuia x R. Tte Cleto Campelo,"-22.81073869","-43.18515041"
Etr. do Galeao x Trav. Ped.,"-22.81428935","-43.18902997"
Etr. do Galeao x R. Eneida de Moraes,"-22.8060973","-43.19985478"
Etr. do Galeao x Trav. Ped.,"-22.80410651","-43.20426492"
Etr. do Galeao x Trav. Ped.,"-22.80365146","-43.20400575"
Etr. do Galeao x Via de Ligação (Sem Código),"-22.81585794","-43.22242649"
Av. Maestro Paulo Silva x R. Luis Sa,"-22.80177332","-43.20203584"
Av. Maestro Paulo Silva x E/f ao nº 95,"-22.80318601","-43.20328767"
Alameda Paineiras x Trav. Ped.,"-22.85547425","-43.23584299"
Alameda Siagros x Trav. Ped.,"-22.8537226","-43.23569136"
Etr. do Galeao x Trav. Ped.,"-22.81335468","-43.19005265"
R. Cel. Luís de Oliveira Sampaio x E/f à Auto Viação Ideal,"-22.81611057","-43.18826764"
Av. Jequitibá x E/f ao Cenpes,"-22.85318431","-43.2324546"
Alameda Bromélia x Trav. Ped.,"-22.85544215","-43.2326318"
Etr. Governador Chagas Freitas x R. Eduardo Nadruz,"-22.79601295","-43.2092664"
Etr. Governador Chagas Freitas x E/f ao nº 10 (Favela Parque Royal),"-22.79630807","-43.2084008"
Etr. de Tubiacanga x E/f ao CIEP,"-22.79659381","-43.2034906"
Av. Horácio Macedo x E/f à Faculdade de Letras,"-22.86079047","-43.22717518"
Av. Carlos Chagas Filho x E/f ao Centro de Ciência da Saúde (CCS),"-22.84334798","-43.23390073"
R. Jaime Perdigão x Trav. Ped.,"-22.79955698","-43.196412"
Av. Horácio Macedo x E/F CENPES II,"-22.85048903","-43.23450658"
Av. Teixeira de Castro x R. Bonsucesso,"-22.86245814","-43.25430823"
Av. Teixeira de Castro x R. Barros Barreto,"-22.85906514","-43.25396525"
Av. Teixeira de Castro x R. Teixeira Ribeiro,"-22.85695944","-43.2525498"
Av. Teixeira de Castro x R. Barreiros,"-22.85392393","-43.25233857"
R. Barreiros x R. João Romariz,"-22.85243648","-43.25490477"
R. Barreiros x R. Andre Pinto,"-22.8517179","-43.25575805"
R. Barreiros x R. nº S. das Gracas,"-22.8507378","-43.25643305"
R. Barreiros x R. Felisbelo Freire,"-22.84801846","-43.25921685"
Av. dos Campeoes x R. Barreiros,"-22.8550171","-43.25094986"
R. Noemia Nunes x R. Andre Azevedo,"-22.84333248","-43.26232184"
R. Noemia Nunes x R. Guaratingueta,"-22.84421182","-43.26204758"
R. Carlina x R. Dr. Nunes,"-22.84252882","-43.26378708"
R. Carlina x Trav. Ped.,"-22.83989531","-43.26595355"
R. nº S. das Gracas x Etr. do Engenho da Pedra,"-22.84555242","-43.25336938"
Av. Brasil x Av. Brig Trompowski,"-22.84913736","-43.24668322"
Av. Brig Trompowski x Trav. Ped.,"-22.84711347","-43.24408877"
R. Cardoso de Morais x Trav. Ped.,"-22.85779059","-43.25718323"
R. Leopoldina Rego x Trav. Ped.,"-22.85438703","-43.26039283"
R. Carlos Seidl x Trav. Ped.,"-22.87927198","-43.22464409"
R. Carlos Seidl x Trav. Ped.,"-22.87809927","-43.22419499"
R. Leopoldo Bulhoes x Trav. Ped.,"-22.88087963","-43.25000564"
R. Leopoldina Rego x R. João Silva,"-22.85050051","-43.26347577"
R. Leopoldina Rego x R. Dr. Alfredo Barcelos,"-22.84741539","-43.26591725"
R. Cardoso de Morais x Trav. Ped.,"-22.86425639","-43.25451393"
R. Dona Isabel x R. Cardoso de Morais,"-22.86612203","-43.25537533"
R. Dona Isabel x Av. Paris,"-22.86694966","-43.25500326"
R. Cardoso de Morais x R. João Romariz,"-22.85512062","-43.25950577"
R. Dona Isabel x Av. Londres,"-22.86790973","-43.25466899"
R. Dona Isabel x Trav. Ped.,"-22.86902837","-43.25433657"
R. Leopoldo Bulhoes x R. Engen Arthur Moura,"-22.87147145","-43.25335169"
R. Leopoldo Bulhoes x R. Eurico Souza Leao,"-22.87309092","-43.25286211"
R. Carlos Seidl x,"-22.87635642","-43.22369543"
R. Julio Ribeiro x R. Bonsucesso,"-22.86312651","-43.25314474"
Av. Nova York x Av. Bruxelas,"-22.8650893","-43.25272498"
Av. Paris x Av. Bruxelas,"-22.86634357","-43.25237797"
R. Carlos Seidl x Trav. Ped.,"-22.88101265","-43.22490309"
Av. Nova York x Trav. Ped.,"-22.86542449","-43.25409634"
R. Leopoldina Rego x Trav. Ped.,"-22.84403882","-43.26847407"
Pç. Mal. Mauricio Cardoso x Trav. Ped.,"-22.84214862","-43.26971375"
R. Leopoldina Rego x Trav. Ped.,"-22.84228549","-43.27145878"
Av. Prof Plinio Bastos x Trav. Ped.,"-22.84222137","-43.26879493"
R. Santa Engracia x Trav. Ped.,"-22.83901337","-43.26825597"
R. Leopoldo Bulhoes x Trav. Ped.,"-22.87953693","-43.25050109"
R. Cardoso de Morais x R. Adail,"-22.86019511","-43.25591823"
R. Leopoldina Rego x R. Tte Araken Baptista,"-22.84109577","-43.27415306"
R. Comte Vergueiro da Cruz x Trav. Ped.,"-22.8370085","-43.26585129"
Av. Paris x Av. Roma,"-22.8656798","-43.25008987"
Etr. do Itarare x R. Paranhos,"-22.85702457","-43.26709684"
Etr. do Itarare x R. Dr. Noguchi,"-22.85941249","-43.26749062"
Etr. do Itarare x Trav. Ped.,"-22.8630825","-43.26817618"
Etr. do Itarare x Trav. Ped.,"-22.86525878","-43.26895134"
R. Uranos x R. Roberto Silva,"-22.85677998","-43.25903554"
Av. Itaoca x Trv Guadalajara,"-22.86718025","-43.27195399"
Av. Itaoca x Trav. Ped.,"-22.86907112","-43.27549651"
R. Euclides Faria x R. Uranos,"-22.85389627","-43.26113068"
R. Uranos x Trav. Ped.,"-22.85462877","-43.2605318"
R. Uranos x R. Joana Fontoura,"-22.86139632","-43.25749009"
R. Uranos x R. Leonidia,"-22.85125346","-43.26426962"
R. Uranos x R. Antonio Rego,"-22.84965319","-43.26590996"
R. Uranos x R. João Rego,"-22.84893955","-43.26644917"
R. Uranos x R. Delfim Carlos,"-22.84703242","-43.26725283"
R. Ibiapina x Trav. Ped.,"-22.84448105","-43.26866702"
R. Ibiapina x Trav. Ped.,"-22.84272932","-43.27154989"
R. Paranapanema x R. Delfim Carlos,"-22.85019374","-43.27178744"
R. Paranapanema x Trav. Ped.,"-22.84906805","-43.27279435"
R. Paranapanema x R. João Rego (corujuinha),"-22.85154171","-43.27051733"
R. Paranhos x Trav. Ped.,"-22.85222568","-43.27322921"
R. Uranos x Trav. Ped.,"-22.85938525","-43.25816793"
R. Uranos x Trav. Ped.,"-22.86282987","-43.25699363"
R. Euclides Faria x R. Teixeira Franco,"-22.8551466","-43.263543"
R. Euclides Faria x Trav. Ped.,"-22.85543879","-43.26444305"
Etr. Velha da Pavuna x R. Darke de Matos,"-22.87404444","-43.26657666"
Etr. Velha da Pavuna x Via de Ligação (Sem Código),"-22.87334296","-43.26706826"
Etr. Velha da Pavuna x Etr. do Timbo,"-22.87249815","-43.26837307"
Etr. do Timbo x Via de Ligação (Sem Código),"-22.8714753","-43.26844188"
R. Darke de Matos x Trav. Ped.,"-22.87271909","-43.26219401"
